"Territorial Unit","Year","Sex","Age","Not Limited"
"France","2014","Men","60-64","0.725"
"France","2014","Men","65-69","0.68"
"France","2014","Men","70-74","0.627"
"France","2014","Men","75-79","0.577"
"France","2014","Men","80-84","0.353"
"France","2014","Men","85+","0.305"
"Germany","2014","Women","16-19","0.903"
"Germany","2014","Women","20-24","0.869"
"Germany","2014","Women","25-29","0.839"
"Germany","2014","Women","30-34","0.848"
"Germany","2014","Women","35-39","0.769"
"Germany","2014","Women","40-44","0.75"
"Germany","2014","Women","45-49","0.684"
"Germany","2014","Women","50-54","0.607"
"Germany","2014","Women","55-59","0.56"
"Germany","2014","Women","60-64","0.516"
"Germany","2014","Women","65-69","0.477"
"Germany","2014","Women","70-74","0.406"
"Germany","2014","Women","75-79","0.322"
"Germany","2014","Women","80-84","0.21"
"Germany","2014","Women","85+","0.104"
"Germany","2014","Men","16-19","0.914"
"Germany","2014","Men","20-24","0.867"
"Germany","2014","Men","25-29","0.873"
"Germany","2014","Men","30-34","0.854"
"Germany","2014","Men","35-39","0.796"
"Germany","2014","Men","40-44","0.744"
"Germany","2014","Men","45-49","0.749"
"Germany","2014","Men","50-54","0.643"
"Germany","2014","Men","55-59","0.547"
"Germany","2014","Men","60-64","0.497"
"Germany","2014","Men","65-69","0.472"
"Germany","2014","Men","70-74","0.427"
"Germany","2014","Men","75-79","0.392"
"Germany","2014","Men","80-84","0.301"
"Germany","2014","Men","85+","0.169"
"Greece","2014","Women","16-19","0.992"
"Greece","2014","Women","20-24","0.976"
"Greece","2014","Women","25-29","0.967"
"Greece","2014","Women","30-34","0.948"
"Greece","2014","Women","35-39","0.948"
"Greece","2014","Women","40-44","0.912"
"Greece","2014","Women","45-49","0.89"
"Greece","2014","Women","50-54","0.807"
"Greece","2014","Women","55-59","0.766"
"Greece","2014","Women","60-64","0.633"
"Greece","2014","Women","65-69","0.532"
"Greece","2014","Women","70-74","0.412"
"Greece","2014","Women","75-79","0.293"
"Greece","2014","Women","80-84","0.204"
"Greece","2014","Women","85+","0.128"
"Greece","2014","Men","16-19","0.958"
"Greece","2014","Men","20-24","0.978"
"Greece","2014","Men","25-29","0.945"
"Greece","2014","Men","30-34","0.958"
"Greece","2014","Men","35-39","0.947"
"Greece","2014","Men","40-44","0.911"
"Greece","2014","Men","45-49","0.898"
"Greece","2014","Men","50-54","0.852"
"Greece","2014","Men","55-59","0.779"
"Greece","2014","Men","60-64","0.686"
"Greece","2014","Men","65-69","0.532"
"Greece","2014","Men","70-74","0.486"
"Greece","2014","Men","75-79","0.421"
"Greece","2014","Men","80-84","0.28"
"Greece","2014","Men","85+","0.226"
"Ireland","2014","Women","16-19","0.922"
"Ireland","2014","Women","20-24","0.965"
"Ireland","2014","Women","25-29","0.884"
"Ireland","2014","Women","30-34","0.897"
"Ireland","2014","Women","35-39","0.912"
"Ireland","2014","Women","40-44","0.879"
"Ireland","2014","Women","45-49","0.807"
"Ireland","2014","Women","50-54","0.802"
"Ireland","2014","Women","55-59","0.732"
"Ireland","2014","Women","60-64","0.721"
"Ireland","2014","Women","65-69","0.719"
"Ireland","2014","Women","70-74","0.698"
"Ireland","2014","Women","75-79","0.571"
"Ireland","2014","Women","80-84","0.531"
"Ireland","2014","Women","85+","0.335"
"Ireland","2014","Men","16-19","0.914"
"Ireland","2014","Men","20-24","0.941"
"Ireland","2014","Men","25-29","0.926"
"Ireland","2014","Men","30-34","0.905"
"Ireland","2014","Men","35-39","0.917"
"Ireland","2014","Men","40-44","0.876"
"Ireland","2014","Men","45-49","0.896"
"Ireland","2014","Men","50-54","0.842"
"Ireland","2014","Men","55-59","0.763"
"Ireland","2014","Men","60-64","0.713"
"Ireland","2014","Men","65-69","0.703"
"Ireland","2014","Men","70-74","0.659"
"Ireland","2014","Men","75-79","0.652"
"Ireland","2014","Men","80-84","0.51"
"Ireland","2014","Men","85+","0.476"
"Italy","2014","Women","16-19","0.946"
"Italy","2014","Women","20-24","0.928"
"Italy","2014","Women","25-29","0.922"
"Italy","2014","Women","30-34","0.893"
"Italy","2014","Women","35-39","0.862"
"Italy","2014","Women","40-44","0.854"
"Italy","2014","Women","45-49","0.806"
"Italy","2014","Women","50-54","0.756"
"Italy","2014","Women","55-59","0.684"
"Italy","2014","Women","60-64","0.64"
"Italy","2014","Women","65-69","0.504"
"Italy","2014","Women","70-74","0.43"
"Italy","2014","Women","75-79","0.295"
"Italy","2014","Women","80-84","0.202"
"Italy","2014","Women","85+","0.155"
"Italy","2014","Men","16-19","0.945"
"Italy","2014","Men","20-24","0.925"
"Italy","2014","Men","25-29","0.925"
"Italy","2014","Men","30-34","0.925"
"Italy","2014","Men","35-39","0.901"
"Italy","2014","Men","40-44","0.844"
"Italy","2014","Men","45-49","0.816"
"Italy","2014","Men","50-54","0.763"
"Italy","2014","Men","55-59","0.737"
"Italy","2014","Men","60-64","0.629"
"Italy","2014","Men","65-69","0.573"
"Italy","2014","Men","70-74","0.469"
"Italy","2014","Men","75-79","0.375"
"Italy","2014","Men","80-84","0.297"
"Italy","2014","Men","85+","0.201"
"Luxembourg","2014","Women","16-19","0.915"
"Luxembourg","2014","Women","20-24","0.927"
"Luxembourg","2014","Women","25-29","0.892"
"Luxembourg","2014","Women","30-34","0.83"
"Luxembourg","2014","Women","35-39","0.853"
"Luxembourg","2014","Women","40-44","0.773"
"Luxembourg","2014","Women","45-49","0.774"
"Luxembourg","2014","Women","50-54","0.652"
"Luxembourg","2014","Women","55-59","0.67"
"Luxembourg","2014","Women","60-64","0.685"
"Luxembourg","2014","Women","65-69","0.657"
"Luxembourg","2014","Women","70-74","0.519"
"Luxembourg","2014","Women","75-79","0.51"
"Luxembourg","2014","Women","80-84","0.357"
"Luxembourg","2014","Women","85+","0.317"
"Luxembourg","2014","Men","16-19","0.939"
"Luxembourg","2014","Men","20-24","0.926"
"Luxembourg","2014","Men","25-29","0.923"
"Luxembourg","2014","Men","30-34","0.879"
"Luxembourg","2014","Men","35-39","0.87"
"Luxembourg","2014","Men","40-44","0.802"
"Luxembourg","2014","Men","45-49","0.758"
"Luxembourg","2014","Men","50-54","0.74"
"Luxembourg","2014","Men","55-59","0.65"
"Luxembourg","2014","Men","60-64","0.691"
"Luxembourg","2014","Men","65-69","0.683"
"Luxembourg","2014","Men","70-74","0.627"
"Luxembourg","2014","Men","75-79","0.602"
"Luxembourg","2014","Men","80-84","0.547"
"Luxembourg","2014","Men","85+","0.56"
"Netherlands","2014","Women","16-19","0.86"
"Netherlands","2014","Women","20-24","0.872"
"Netherlands","2014","Women","25-29","0.807"
"Netherlands","2014","Women","30-34","0.792"
"Netherlands","2014","Women","35-39","0.769"
"Netherlands","2014","Women","40-44","0.741"
"Netherlands","2014","Women","45-49","0.728"
"Netherlands","2014","Women","50-54","0.586"
"Netherlands","2014","Women","55-59","0.59"
"Netherlands","2014","Women","60-64","0.549"
"Netherlands","2014","Women","65-69","0.625"
"Netherlands","2014","Women","70-74","0.539"
"Netherlands","2014","Women","75-79","0.468"
"Netherlands","2014","Women","80-84","0.398"
"Netherlands","2014","Women","85+","0.307"
"Netherlands","2014","Men","16-19","0.91"
"Netherlands","2014","Men","20-24","0.85"
"Netherlands","2014","Men","25-29","0.855"
"Netherlands","2014","Men","30-34","0.869"
"Netherlands","2014","Men","35-39","0.849"
"Netherlands","2014","Men","40-44","0.871"
"Netherlands","2014","Men","45-49","0.817"
"Netherlands","2014","Men","50-54","0.706"
"Netherlands","2014","Men","55-59","0.756"
"Netherlands","2014","Men","60-64","0.643"
"Netherlands","2014","Men","65-69","0.744"
"Netherlands","2014","Men","70-74","0.644"
"Netherlands","2014","Men","75-79","0.615"
"Netherlands","2014","Men","80-84","0.442"
"Netherlands","2014","Men","85+","0.254"
"Portugal","2014","Women","16-19","0.906"
"Portugal","2014","Women","20-24","0.905"
"Portugal","2014","Women","25-29","0.856"
"Portugal","2014","Women","30-34","0.799"
"Portugal","2014","Women","35-39","0.839"
"Portugal","2014","Women","40-44","0.763"
"Portugal","2014","Women","45-49","0.685"
"Portugal","2014","Women","50-54","0.596"
"Portugal","2014","Women","55-59","0.532"
"Portugal","2014","Women","60-64","0.426"
"Portugal","2014","Women","65-69","0.416"
"Portugal","2014","Women","70-74","0.28"
"Portugal","2014","Women","75-79","0.205"
"Portugal","2014","Women","80-84","0.214"
"Portugal","2014","Women","85+","0.133"
"Portugal","2014","Men","16-19","0.915"
"Portugal","2014","Men","20-24","0.913"
"Portugal","2014","Men","25-29","0.884"
"Portugal","2014","Men","30-34","0.881"
"Portugal","2014","Men","35-39","0.834"
"Portugal","2014","Men","40-44","0.789"
"Portugal","2014","Men","45-49","0.786"
"Portugal","2014","Men","50-54","0.73"
"Portugal","2014","Men","55-59","0.623"
"Portugal","2014","Men","60-64","0.577"
"Portugal","2014","Men","65-69","0.476"
"Portugal","2014","Men","70-74","0.465"
"Portugal","2014","Men","75-79","0.388"
"Portugal","2014","Men","80-84","0.266"
"Portugal","2014","Men","85+","0.181"
"Spain","2014","Women","16-19","0.966"
"Spain","2014","Women","20-24","0.937"
"Spain","2014","Women","25-29","0.914"
"Spain","2014","Women","30-34","0.916"
"Spain","2014","Women","35-39","0.874"
"Spain","2014","Women","40-44","0.839"
"Spain","2014","Women","45-49","0.834"
"Spain","2014","Women","50-54","0.749"
"Spain","2014","Women","55-59","0.72"
"Spain","2014","Women","60-64","0.665"
"Spain","2014","Women","65-69","0.6"
"Spain","2014","Women","70-74","0.525"
"Spain","2014","Women","75-79","0.416"
"Spain","2014","Women","80-84","0.309"
"Spain","2014","Women","85+","0.174"
"Spain","2014","Men","16-19","0.953"
"Spain","2014","Men","20-24","0.951"
"Spain","2014","Men","25-29","0.937"
"Spain","2014","Men","30-34","0.901"
"Spain","2014","Men","35-39","0.904"
"Spain","2014","Men","40-44","0.865"
"Spain","2014","Men","45-49","0.828"
"Spain","2014","Men","50-54","0.797"
"Spain","2014","Men","55-59","0.741"
"Spain","2014","Men","60-64","0.67"
"Spain","2014","Men","65-69","0.66"
"Spain","2014","Men","70-74","0.628"
"Spain","2014","Men","75-79","0.464"
"Spain","2014","Men","80-84","0.444"
"Spain","2014","Men","85+","0.312"
"Sweden","2014","Women","16-19","0.946"
"Sweden","2014","Women","20-24","0.928"
"Sweden","2014","Women","25-29","0.947"
"Sweden","2014","Women","30-34","0.893"
"Sweden","2014","Women","35-39","0.883"
"Sweden","2014","Women","40-44","0.895"
"Sweden","2014","Women","45-49","0.858"
"Sweden","2014","Women","50-54","0.858"
"Sweden","2014","Women","55-59","0.818"
"Sweden","2014","Women","60-64","0.836"
"Sweden","2014","Women","65-69","0.861"
"Sweden","2014","Women","70-74","0.812"
"Sweden","2014","Women","75-79","0.782"
"Sweden","2014","Women","80-84","0.739"
"Sweden","2014","Women","85+","0.655"
"Sweden","2014","Men","16-19","0.961"
"Sweden","2014","Men","20-24","0.974"
"Sweden","2014","Men","25-29","0.944"
"Sweden","2014","Men","30-34","0.946"
"Sweden","2014","Men","35-39","0.932"
"Sweden","2014","Men","40-44","0.96"
"Sweden","2014","Men","45-49","0.931"
"Sweden","2014","Men","50-54","0.923"
"Sweden","2014","Men","55-59","0.892"
"Sweden","2014","Men","60-64","0.88"
"Sweden","2014","Men","65-69","0.879"
"Sweden","2014","Men","70-74","0.891"
"Sweden","2014","Men","75-79","0.824"
"Sweden","2014","Men","80-84","0.712"
"Sweden","2014","Men","85+","0.593"
"United Kingdom","2014","Women","16-19","0.901"
"United Kingdom","2014","Women","20-24","0.896"
"United Kingdom","2014","Women","25-29","0.897"
"United Kingdom","2014","Women","30-34","0.896"
"United Kingdom","2014","Women","35-39","0.855"
"United Kingdom","2014","Women","40-44","0.834"
"United Kingdom","2014","Women","45-49","0.788"
"United Kingdom","2014","Women","50-54","0.776"
"United Kingdom","2014","Women","55-59","0.704"
"United Kingdom","2014","Women","60-64","0.687"
"United Kingdom","2014","Women","65-69","0.616"
"United Kingdom","2014","Women","70-74","0.588"
"United Kingdom","2014","Women","75-79","0.467"
"United Kingdom","2014","Women","80-84","0.469"
"United Kingdom","2014","Women","85+","0.32"
"United Kingdom","2014","Men","16-19","0.893"
"United Kingdom","2014","Men","20-24","0.935"
"United Kingdom","2014","Men","25-29","0.925"
"United Kingdom","2014","Men","30-34","0.889"
"United Kingdom","2014","Men","35-39","0.892"
"United Kingdom","2014","Men","40-44","0.863"
"United Kingdom","2014","Men","45-49","0.838"
"United Kingdom","2014","Men","50-54","0.786"
"United Kingdom","2014","Men","55-59","0.717"
"United Kingdom","2014","Men","60-64","0.693"
"United Kingdom","2014","Men","65-69","0.626"
"United Kingdom","2014","Men","70-74","0.603"
"United Kingdom","2014","Men","75-79","0.522"
"United Kingdom","2014","Men","80-84","0.436"
"United Kingdom","2014","Men","85+","0.292"
"Austria","2015","Women","16-19","0.921"
"Austria","2015","Women","20-24","0.866"
"Austria","2015","Women","25-29","0.85"
"Austria","2015","Women","30-34","0.843"
"Austria","2015","Women","35-39","0.782"
"Austria","2015","Women","40-44","0.745"
"Austria","2015","Women","45-49","0.68"
"Austria","2015","Women","50-54","0.611"
"Austria","2015","Women","55-59","0.546"
"Austria","2015","Women","60-64","0.602"
"Austria","2015","Women","65-69","0.548"
"Austria","2015","Women","70-74","0.468"
"Austria","2015","Women","75-79","0.369"
"Austria","2015","Women","80-84","0.273"
"Austria","2015","Women","85+","0.089"
"Austria","2015","Men","16-19","0.926"
"Austria","2015","Men","20-24","0.854"
"Austria","2015","Men","25-29","0.896"
"Austria","2015","Men","30-34","0.794"
"Austria","2015","Men","35-39","0.826"
"Austria","2015","Men","40-44","0.766"
"Austria","2015","Men","45-49","0.702"
"Austria","2015","Men","50-54","0.643"
"Austria","2015","Men","55-59","0.583"
"Austria","2015","Men","60-64","0.577"
"Austria","2015","Men","65-69","0.537"
"Austria","2015","Men","70-74","0.506"
"Austria","2015","Men","75-79","0.419"
"Austria","2015","Men","80-84","0.356"
"Austria","2015","Men","85+","0.26"
"Belgium","2015","Women","16-19","0.918"
"Belgium","2015","Women","20-24","0.917"
"Belgium","2015","Women","25-29","0.922"
"Belgium","2015","Women","30-34","0.864"
"Belgium","2015","Women","35-39","0.822"
"Belgium","2015","Women","40-44","0.798"
"Belgium","2015","Women","45-49","0.767"
"Belgium","2015","Women","50-54","0.723"
"Belgium","2015","Women","55-59","0.683"
"Belgium","2015","Women","60-64","0.667"
"Belgium","2015","Women","65-69","0.704"
"Belgium","2015","Women","70-74","0.603"
"Belgium","2015","Women","75-79","0.521"
"Belgium","2015","Women","80-84","0.434"
"Belgium","2015","Women","85+","0.255"
"Belgium","2015","Men","16-19","0.93"
"Belgium","2015","Men","20-24","0.939"
"Belgium","2015","Men","25-29","0.891"
"Belgium","2015","Men","30-34","0.922"
"Belgium","2015","Men","35-39","0.89"
"Belgium","2015","Men","40-44","0.827"
"Belgium","2015","Men","45-49","0.799"
"Belgium","2015","Men","50-54","0.774"
"Belgium","2015","Men","55-59","0.719"
"Belgium","2015","Men","60-64","0.664"
"Belgium","2015","Men","65-69","0.677"
"Belgium","2015","Men","70-74","0.673"
"Belgium","2015","Men","75-79","0.577"
"Belgium","2015","Men","80-84","0.513"
"Belgium","2015","Men","85+","0.579"
"Denmark","2015","Women","16-19","0.755"
"Denmark","2015","Women","20-24","0.785"
"Denmark","2015","Women","25-29","0.814"
"Denmark","2015","Women","30-34","0.73"
"Denmark","2015","Women","35-39","0.599"
"Denmark","2015","Women","40-44","0.745"
"Denmark","2015","Women","45-49","0.606"
"Denmark","2015","Women","50-54","0.657"
"Denmark","2015","Women","55-59","0.568"
"Denmark","2015","Women","60-64","0.613"
"Denmark","2015","Women","65-69","0.658"
"Denmark","2015","Women","70-74","0.591"
"Denmark","2015","Women","75-79","0.583"
"Denmark","2015","Women","80-84","0.539"
"Denmark","2015","Women","85+","0.471"
"Denmark","2015","Men","16-19","0.85"
"Denmark","2015","Men","20-24","0.861"
"Denmark","2015","Men","25-29","0.758"
"Denmark","2015","Men","30-34","0.786"
"Denmark","2015","Men","35-39","0.777"
"Denmark","2015","Men","40-44","0.79"
"Denmark","2015","Men","45-49","0.811"
"Denmark","2015","Men","50-54","0.72"
"Denmark","2015","Men","55-59","0.68"
"Denmark","2015","Men","60-64","0.608"
"Denmark","2015","Men","65-69","0.584"
"Denmark","2015","Men","70-74","0.644"
"Denmark","2015","Men","75-79","0.648"
"Denmark","2015","Men","80-84","0.613"
"Denmark","2015","Men","85+","0.555"
"Finland","2015","Women","16-19","0.788"
"Finland","2015","Women","20-24","0.824"
"Finland","2015","Women","25-29","0.726"
"Finland","2015","Women","30-34","0.749"
"Finland","2015","Women","35-39","0.748"
"Finland","2015","Women","40-44","0.672"
"Finland","2015","Women","45-49","0.707"
"Finland","2015","Women","50-54","0.649"
"Finland","2015","Women","55-59","0.578"
"Finland","2015","Women","60-64","0.586"
"Finland","2015","Women","65-69","0.571"
"Finland","2015","Women","70-74","0.524"
"Finland","2015","Women","75-79","0.403"
"Finland","2015","Women","80-84","0.308"
"Finland","2015","Women","85+","0.208"
"Finland","2015","Men","16-19","0.887"
"Finland","2015","Men","20-24","0.898"
"Finland","2015","Men","25-29","0.833"
"Finland","2015","Men","30-34","0.771"
"Finland","2015","Men","35-39","0.818"
"Finland","2015","Men","40-44","0.767"
"Finland","2015","Men","45-49","0.765"
"Finland","2015","Men","50-54","0.723"
"Finland","2015","Men","55-59","0.64"
"Finland","2015","Men","60-64","0.631"
"Finland","2015","Men","65-69","0.661"
"Finland","2015","Men","70-74","0.562"
"Finland","2015","Men","75-79","0.45"
"Finland","2015","Men","80-84","0.435"
"Finland","2015","Men","85+","0.3"
"France","2015","Women","16-19","0.943"
"France","2015","Women","20-24","0.898"
"France","2015","Women","25-29","0.919"
"France","2015","Women","30-34","0.895"
"France","2015","Women","35-39","0.846"
"France","2015","Women","40-44","0.828"
"France","2015","Women","45-49","0.783"
"France","2015","Women","50-54","0.741"
"France","2015","Women","55-59","0.654"
"France","2015","Women","60-64","0.684"
"France","2015","Women","65-69","0.666"
"France","2015","Women","70-74","0.587"
"France","2015","Women","75-79","0.463"
"France","2015","Women","80-84","0.352"
"France","2015","Women","85+","0.235"
"France","2015","Men","16-19","0.941"
"France","2015","Men","20-24","0.914"
"France","2015","Men","25-29","0.894"
"France","2015","Men","30-34","0.878"
"France","2015","Men","35-39","0.849"
"France","2015","Men","40-44","0.837"
"France","2015","Men","45-49","0.8"
"France","2015","Men","50-54","0.778"
"France","2015","Men","55-59","0.709"
"France","2015","Men","60-64","0.686"
"France","2015","Men","65-69","0.695"
"France","2015","Men","70-74","0.608"
"France","2015","Men","75-79","0.467"
"France","2015","Men","80-84","0.375"
"France","2015","Men","85+","0.267"
"Germany","2015","Women","16-19","0.947"
"Germany","2015","Women","20-24","0.942"
"Germany","2015","Women","25-29","0.908"
"Germany","2015","Women","30-34","0.918"
"Germany","2015","Women","35-39","0.893"
"Germany","2015","Women","40-44","0.881"
"Germany","2015","Women","45-49","0.8"
"Germany","2015","Women","50-54","0.767"
"Germany","2015","Women","55-59","0.708"
"Germany","2015","Women","60-64","0.739"
"Germany","2015","Women","65-69","0.7"
"Germany","2015","Women","70-74","0.7"
"Germany","2015","Women","75-79","0.631"
"Germany","2015","Women","80-84","0.53"
"Germany","2015","Women","85+","0.299"
"Germany","2015","Men","16-19","0.955"
"Germany","2015","Men","20-24","0.94"
"Germany","2015","Men","25-29","0.921"
"Germany","2015","Men","30-34","0.917"
"Germany","2015","Men","35-39","0.891"
"Germany","2015","Men","40-44","0.868"
"Germany","2015","Men","45-49","0.842"
"Germany","2015","Men","50-54","0.771"
"Germany","2015","Men","55-59","0.695"
"Germany","2015","Men","60-64","0.673"
"Germany","2015","Men","65-69","0.692"
"Germany","2015","Men","70-74","0.67"
"Germany","2015","Men","75-79","0.621"
"Germany","2015","Men","80-84","0.608"
"Germany","2015","Men","85+","0.53"
"Greece","2015","Women","16-19","0.945"
"Greece","2015","Women","20-24","0.954"
"Greece","2015","Women","25-29","0.963"
"Greece","2015","Women","30-34","0.928"
"Greece","2015","Women","35-39","0.916"
"Greece","2015","Women","40-44","0.885"
"Greece","2015","Women","45-49","0.872"
"Greece","2015","Women","50-54","0.812"
"Greece","2015","Women","55-59","0.764"
"Greece","2015","Women","60-64","0.631"
"Greece","2015","Women","65-69","0.554"
"Greece","2015","Women","70-74","0.431"
"Greece","2015","Women","75-79","0.306"
"Greece","2015","Women","80-84","0.235"
"Greece","2015","Women","85+","0.166"
"Greece","2015","Men","16-19","0.968"
"Greece","2015","Men","20-24","0.973"
"Greece","2015","Men","25-29","0.935"
"Greece","2015","Men","30-34","0.938"
"Greece","2015","Men","35-39","0.93"
"Greece","2015","Men","40-44","0.895"
"Greece","2015","Men","45-49","0.863"
"Greece","2015","Men","50-54","0.838"
"Greece","2015","Men","55-59","0.775"
"Greece","2015","Men","60-64","0.714"
"Greece","2015","Men","65-69","0.564"
"Greece","2015","Men","70-74","0.504"
"Greece","2015","Men","75-79","0.445"
"Greece","2015","Men","80-84","0.276"
"Greece","2015","Men","85+","0.219"
"Ireland","2015","Women","16-19","0.947"
"Ireland","2015","Women","20-24","0.925"
"Ireland","2015","Women","25-29","0.904"
"Ireland","2015","Women","30-34","0.897"
"Ireland","2015","Women","35-39","0.917"
"Ireland","2015","Women","40-44","0.879"
"Ireland","2015","Women","45-49","0.814"
"Ireland","2015","Women","50-54","0.789"
"Ireland","2015","Women","55-59","0.776"
"Ireland","2015","Women","60-64","0.764"
"Ireland","2015","Women","65-69","0.695"
"Ireland","2015","Women","70-74","0.672"
"Ireland","2015","Women","75-79","0.617"
"Ireland","2015","Women","80-84","0.451"
"Ireland","2015","Women","85+","0.362"
"Ireland","2015","Men","16-19","0.944"
"Ireland","2015","Men","20-24","0.939"
"Ireland","2015","Men","25-29","0.855"
"Ireland","2015","Men","30-34","0.939"
"Ireland","2015","Men","35-39","0.921"
"Ireland","2015","Men","40-44","0.869"
"Ireland","2015","Men","45-49","0.843"
"Ireland","2015","Men","50-54","0.828"
"Ireland","2015","Men","55-59","0.823"
"Ireland","2015","Men","60-64","0.694"
"Ireland","2015","Men","65-69","0.709"
"Ireland","2015","Men","70-74","0.653"
"Ireland","2015","Men","75-79","0.676"
"Ireland","2015","Men","80-84","0.544"
"Ireland","2015","Men","85+","0.4"
"Italy","2015","Women","16-19","0.936"
"Italy","2015","Women","20-24","0.938"
"Italy","2015","Women","25-29","0.929"
"Italy","2015","Women","30-34","0.894"
"Italy","2015","Women","35-39","0.888"
"Italy","2015","Women","40-44","0.847"
"Italy","2015","Women","45-49","0.827"
"Italy","2015","Women","50-54","0.787"
"Italy","2015","Women","55-59","0.686"
"Italy","2015","Women","60-64","0.631"
"Italy","2015","Women","65-69","0.524"
"Italy","2015","Women","70-74","0.425"
"Italy","2015","Women","75-79","0.315"
"Italy","2015","Women","80-84","0.247"
"Italy","2015","Women","85+","0.147"
"Italy","2015","Men","16-19","0.938"
"Italy","2015","Men","20-24","0.942"
"Italy","2015","Men","25-29","0.935"
"Italy","2015","Men","30-34","0.909"
"Italy","2015","Men","35-39","0.901"
"Italy","2015","Men","40-44","0.856"
"Italy","2015","Men","45-49","0.811"
"Italy","2015","Men","50-54","0.779"
"Italy","2015","Men","55-59","0.747"
"Italy","2015","Men","60-64","0.624"
"Italy","2015","Men","65-69","0.577"
"Italy","2015","Men","70-74","0.505"
"Italy","2015","Men","75-79","0.392"
"Italy","2015","Men","80-84","0.271"
"Italy","2015","Men","85+","0.181"
"Luxembourg","2015","Women","16-19","0.916"
"Luxembourg","2015","Women","20-24","0.878"
"Luxembourg","2015","Women","25-29","0.881"
"Luxembourg","2015","Women","30-34","0.841"
"Luxembourg","2015","Women","35-39","0.818"
"Luxembourg","2015","Women","40-44","0.77"
"Luxembourg","2015","Women","45-49","0.735"
"Luxembourg","2015","Women","50-54","0.598"
"Luxembourg","2015","Women","55-59","0.648"
"Luxembourg","2015","Women","60-64","0.618"
"Luxembourg","2015","Women","65-69","0.579"
"Luxembourg","2015","Women","70-74","0.486"
"Luxembourg","2015","Women","75-79","0.401"
"Luxembourg","2015","Women","80-84","0.31"
"Luxembourg","2015","Women","85+","0.188"
"Luxembourg","2015","Men","16-19","0.926"
"Luxembourg","2015","Men","20-24","0.899"
"Luxembourg","2015","Men","25-29","0.912"
"Luxembourg","2015","Men","30-34","0.896"
"Luxembourg","2015","Men","35-39","0.87"
"Luxembourg","2015","Men","40-44","0.794"
"Luxembourg","2015","Men","45-49","0.795"
"Luxembourg","2015","Men","50-54","0.719"
"Luxembourg","2015","Men","55-59","0.677"
"Luxembourg","2015","Men","60-64","0.719"
"Luxembourg","2015","Men","65-69","0.713"
"Luxembourg","2015","Men","70-74","0.61"
"Luxembourg","2015","Men","75-79","0.469"
"Luxembourg","2015","Men","80-84","0.466"
"Luxembourg","2015","Men","85+","0.494"
"Netherlands","2015","Women","16-19","0.807"
"Netherlands","2015","Women","20-24","0.815"
"Netherlands","2015","Women","25-29","0.81"
"Netherlands","2015","Women","30-34","0.751"
"Netherlands","2015","Women","35-39","0.723"
"Netherlands","2015","Women","40-44","0.727"
"Netherlands","2015","Women","45-49","0.739"
"Netherlands","2015","Women","50-54","0.648"
"Netherlands","2015","Women","55-59","0.597"
"Netherlands","2015","Women","60-64","0.54"
"Netherlands","2015","Women","65-69","0.567"
"Netherlands","2015","Women","70-74","0.507"
"Netherlands","2015","Women","75-79","0.469"
"Netherlands","2015","Women","80-84","0.409"
"Netherlands","2015","Women","85+","0.228"
"Netherlands","2015","Men","16-19","0.827"
"Netherlands","2015","Men","20-24","0.853"
"Netherlands","2015","Men","25-29","0.841"
"Netherlands","2015","Men","30-34","0.863"
"Netherlands","2015","Men","35-39","0.857"
"Netherlands","2015","Men","40-44","0.837"
"Netherlands","2015","Men","45-49","0.737"
"Netherlands","2015","Men","50-54","0.745"
"Netherlands","2015","Men","55-59","0.705"
"Netherlands","2015","Men","60-64","0.572"
"Netherlands","2015","Men","65-69","0.668"
"Netherlands","2015","Men","70-74","0.616"
"Netherlands","2015","Men","75-79","0.567"
"Netherlands","2015","Men","80-84","0.509"
"Netherlands","2015","Men","85+","0.381"
"Portugal","2015","Women","16-19","0.9"
"Portugal","2015","Women","20-24","0.873"
"Portugal","2015","Women","25-29","0.845"
"Portugal","2015","Women","30-34","0.815"
"Portugal","2015","Women","35-39","0.806"
"Portugal","2015","Women","40-44","0.78"
"Portugal","2015","Women","45-49","0.688"
"Portugal","2015","Women","50-54","0.613"
"Portugal","2015","Women","55-59","0.519"
"Portugal","2015","Women","60-64","0.419"
"Portugal","2015","Women","65-69","0.37"
"Portugal","2015","Women","70-74","0.291"
"Portugal","2015","Women","75-79","0.232"
"Portugal","2015","Women","80-84","0.195"
"Portugal","2015","Women","85+","0.118"
"Portugal","2015","Men","16-19","0.934"
"Portugal","2015","Men","20-24","0.891"
"Portugal","2015","Men","25-29","0.881"
"Portugal","2015","Men","30-34","0.83"
"Portugal","2015","Men","35-39","0.846"
"Portugal","2015","Men","40-44","0.775"
"Portugal","2015","Men","45-49","0.778"
"Portugal","2015","Men","50-54","0.717"
"Portugal","2015","Men","55-59","0.654"
"Portugal","2015","Men","60-64","0.522"
"Portugal","2015","Men","65-69","0.536"
"Portugal","2015","Men","70-74","0.431"
"Portugal","2015","Men","75-79","0.342"
"Portugal","2015","Men","80-84","0.305"
"Portugal","2015","Men","85+","0.192"
"Spain","2015","Women","16-19","0.95"
"Spain","2015","Women","20-24","0.924"
"Spain","2015","Women","25-29","0.935"
"Spain","2015","Women","30-34","0.889"
"Spain","2015","Women","35-39","0.881"
"Spain","2015","Women","40-44","0.836"
"Spain","2015","Women","45-49","0.808"
"Spain","2015","Women","50-54","0.781"
